,orig_name,name,url,volume,options,Напиток,Вкус,С содержанием сока,Степень газирования,Упаковка,Стандарты производства,Состав,Энергетическая ценность в 100 г,Углеводы в 100 г,Срок годности,brend,category,Цвет,Тип,Объем,Материал корпуса,Материал колбы,Сохраняет холод,Высота,Диаметр/ширина корпуса,Вес,Особенности,В комплекте,Основа,Разбавитель,Степень глянца,Количество компонентов,Нанесение,Область применения,Материал обработки,Для внутренних работ,Для наружных работ,УФ защита,Время высыхания,Яхтный лак,Влагостойкий,Сохраняет тепло,Объем упаковки,Класс вязкости SAE,Класс ACEA,Класс ACEA (подробно),Двигатель,Тип двигателя,Назначение,Допуски,Тип баллона,Газ,Вид,Объем баллона,Масса газа,Соединение,Рабочее давление,Масса,Диаметр,Дополнительная информация,Срок службы,Подключение к водопроводу,Использование,Фильтрующий модуль в комплекте,Накопительная емкость,Мощность,Прозрачный корпус,Без сахара,Тип воды,Материал упаковки,Вид воды,Артезианская,Газированная,Страна производства,Сырье пива,Способ обработки пива,Крепость,Количество в упаковке,Блок,Дегустационные характеристики,Энергетическая ценность в 100 мл,Углеводы в 100 мл,Столовая,Уровень минерализации,Материал,Количество фигурок в наборе,Персонаж,Тип питания,Для детского питания,Спортивный колпачок,С добавлением сока,Рекомендуемый возраст,Гипоаллергенный,path,Родниковая,С винтовой крышкой,Белки в 100 г,Жиры в 100 г,Средство,Спрей,Тип кожи,Эффект,Масла и экстракты,Не содержит,Способ применения,Форма выпуска,Содержание сахара,Сорт винограда,Рекомендации по употреблению,Вид напитка,Жирность,Органический продукт,С мякотью,Витамины и минералы,Газированный,Стимулирующее вещество,Способ обработки,Пол,Верхние ноты,Средние ноты,Базовые ноты
1423,"Сан Пеллегрино Лимон Малина 0,33 л",Газированный напиток Sanpellegrino Momenti лимон и малина,https://market.yandex.ru/product--gazirovannyi-napitok-sanpellegrino-momenti-limon-i-malina/658319895,"0,33",Газированный напиток Sanpellegrino Momenti лимон и малина;Газированный напиток Sanpellegrino Momenti с соком клементина и персика;Газированный напиток Sanpellegrino Chinotto Померанец;Газированный напиток Sanpellegrino Aranciata Апельсин;Газированный напиток Sanpellegrino Melograno e arancia Гранат и апельсин;Газированный напиток Sanpellegrino Limonata Лимон,газированный напиток,"лимон, малина",да,сильногазированный,металлическая банка,,"вода, сахар, малиновый сок восстановленный (3%), лимонный сок восстановленный (3%), натуральные ароматизаторы, концентрат сока моркови, куркума, регулятор кислотности (лимонная кислота), концентрат сока черной смородины",10 ккал,,,Sanpellegrino,Лимонады и газированные напитки,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,"Святой Источник вода природная питьевая негазированная, 5 л","Вода питьевая Святой Источник негазированная, ПЭТ",https://market.yandex.ru/product--voda-pitevaia-sviatoi-istochnik-negazirovannaia-pet/163584171,5,"Вода питьевая Святой Источник негазированная, ПЭТ",,,,,,ТУ 0131-003-41645812-09,"кальций <80, магний <30, калий <20, гидрокарбонаты <300, хлориды <150, сульфаты <100",,,12 мес.,Святой источник,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"минерализация: 0,1-0,5 г/л",,,,,,,,,питьевая,пластик,природная,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,"Святой Источник вода природная питьевая негазированная, 6 шт по 1,5 л","Вода питьевая Святой Источник негазированная, ПЭТ",https://market.yandex.ru/product--voda-pitevaia-sviatoi-istochnik-negazirovannaia-pet/163584171,6,"Вода питьевая Святой Источник негазированная, ПЭТ;Вода питьевая Святой Источник газированная, ПЭТ;Вода питьевая Святой Источник Активные минералы газированная, ПЭТ",,,,,,ТУ 0131-003-41645812-09,"кальций <80, магний <30, калий <20, гидрокарбонаты <300, хлориды <150, сульфаты <100",,,12 мес.,Святой источник,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"минерализация: 0,1-0,5 г/л",,,,,,,,,питьевая,пластик,природная,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,"СВЯТОЙ ИСТОЧНИК КЛЮЧ ГАЗИРОВАННЫЙ, 1,5 л","Вода питьевая Святой Источник газированная, ПЭТ",https://market.yandex.ru/product--voda-pitevaia-sviatoi-istochnik-gazirovannaia-pet/163583556,"1,5","Вода питьевая Святой Источник газированная, ПЭТ;Вода питьевая Святой Источник негазированная, ПЭТ",,,,сильногазированная,,"ГОСТ Р 52109-2003, ТУ 0131-003-41645812-09","мг/л: гидрокарбонаты - 250, сульфаты - 50, хлор - 150, кальций - 80, магний - 20, калий - 20",,,12 мес.,Святой источник,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,питьевая,пластик,природная,да,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,"СВЯТОЙ ИСТОЧНИК КЛЮЧ НЕГАЗИРОВАННЫЙ, ПЭТ, 1,5 л","Вода питьевая Святой Источник негазированная, ПЭТ",https://market.yandex.ru/product--voda-pitevaia-sviatoi-istochnik-negazirovannaia-pet/163584171,"1,5","Вода питьевая Святой Источник негазированная, ПЭТ;Вода питьевая Святой Источник газированная, ПЭТ;Вода питьевая Святой Источник Активные минералы газированная, ПЭТ",,,,,,ТУ 0131-003-41645812-09,"кальций <80, магний <30, калий <20, гидрокарбонаты <300, хлориды <150, сульфаты <100",,,12 мес.,Святой источник,Вода,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"минерализация: 0,1-0,5 г/л",,,,,,,,,питьевая,пластик,природная,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,"Севен ап пэт 0,5л",,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,"Севен ап пэт 1,5л",Газированный напиток 7UP Лимон-Лайм,https://market.yandex.ru/product--gazirovannyi-napitok-7up-limon-laim/171117343,"1,5",Газированный напиток 7UP Лимон-Лайм;Газированный напиток 7UP Лайм-Мята,газированный напиток,"лимон, лайм",,сильногазированный,пластиковая бутылка,,"вода, сахар, регуляторы кислотности (Е296, Е330, Е331), ароматизатор, консервант (Е211), подсластители (Е950, E955)",30 ккал,7.4 г,6 мес.,7Up,Лимонады и газированные напитки,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,сильногазированный,Газированный напиток Star Bar Содовая,https://market.yandex.ru/product--gazirovannyi-napitok-star-bar-sodovaia/165768827,,Газированный напиток Star Bar Содовая;Газированный напиток Coca-Cola Classic;Газированный напиток Coca-Cola Classic;Газированный напиток IRN-BRU;Напиток сильногазированный Irn-bru;Газированный напиток Star Bar Тархун,газированный напиток,,,сильногазированный,стеклянная бутылка,ТУ 11.07.19-008-17491195-2016,"подготовленная питьевая вода, компонент для искусственной минерализации воды, натрий двууглекислый",,,18 мес.,Star Bar,Лимонады и газированные напитки,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,"Сильногазированный напиток безалкогольный Миньон апельсин, ж/б, 0,33 л",Газированный напиток Sanpellegrino Momenti лимон и малина,https://market.yandex.ru/product--gazirovannyi-napitok-sanpellegrino-momenti-limon-i-malina/658319895,"0,33",Газированный напиток Sanpellegrino Momenti лимон и малина;Газированный напиток Sanpellegrino Tonica;Газированный напиток Mirinda;Газированный напиток Laimon Fresh;Газированный напиток Sanpellegrino Aranciata Апельсин;Газированный напиток Laimon Spicy,газированный напиток,"лимон, малина",да,сильногазированный,металлическая банка,,"вода, сахар, малиновый сок восстановленный (3%), лимонный сок восстановленный (3%), натуральные ароматизаторы, концентрат сока моркови, куркума, регулятор кислотности (лимонная кислота), концентрат сока черной смородины",10 ккал,,,Sanpellegrino,Лимонады и газированные напитки,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,"Сильногазированный напиток безалкогольный Миньон кола, ж/б, 0,33 л",Газированный напиток Coca-Cola Classic,https://market.yandex.ru/product--gazirovannyi-napitok-coca-cola-classic/171122015,"0,33",Газированный напиток Coca-Cola Classic;Газированный напиток Dr. pepper Classic;Газированный напиток Dr. Pepper Cherry;Газированный напиток Sanpellegrino Aranciata Апельсин;Газированный напиток Sanpellegrino Momenti лимон и малина;Газированный напиток Fanta,газированный напиток,,,сильногазированный,металлическая банка,ТР ТС 022/2011,"очищенная вода, сахар, краситель сахарный колер IV, регулятор кислотности ортофосфорная кислота, натуральные ароматизаторы, кофеин (менее 150 мг/л)",42 ккал,10.6 г,"12 мес., употребить в течении 6 часов после вскрытия",Coca-Cola,Лимонады и газированные напитки,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,"Сильногаз. напиток б/а Швеппс Биттер Лемон 0,9л",Газированный напиток Schweppes Bitter Lemon,https://market.yandex.ru/product--gazirovannyi-napitok-schweppes-bitter-lemon/165765645,"0,9",Газированный напиток Schweppes Bitter Lemon;Газированный напиток Schweppes Bitter Lemon;Газированный напиток Schweppes Bitter Lemon;Газированный напиток Schweppes Bitter Lemon;Газированный напиток Schweppes Bitter Lemon;Напиток безалкогольный Schweppes Bitter Lemon,газированный напиток,лимон,да,сильногазированный,пластиковая бутылка,,"очищенная вода, сахар, лимонный сок 2%, регуляторы кислотности (лимонная кислота, цитрат натрия), натуральные ароматизаторы, стабилизаторы (эфир крахмала и натриевой соли октенилянтарной кислоты, эфиры глицерина и смоляных кислот), подсластители (ацесульфам калия, сахаринат натрия), антиокислитель аскорбиновая кислота, хинин, краситель каротины",33 ккал,7.8 г,"6 мес., хранить при температуре от 0°С до 30°С, открытую бутылку хранить в холодильнике, открытый напиток употребить в течение 24 часов",Schweppes,Лимонады и газированные напитки,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,возможно образование естественного осадка,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,"Сильногаз. напиток б/а Швеппс Дерзкий гранат 0,9л",Газированный напиток Schweppes Дерзкий гранат,https://market.yandex.ru/product--gazirovannyi-napitok-schweppes-derzkii-granat/165767774,"0,9",Газированный напиток Schweppes Дерзкий гранат;Газированный напиток Schweppes Мохито;Газированный напиток Schweppes Bitter Lemon,газированный напиток,гранат,,сильногазированный,пластиковая бутылка,ТУ 11.07.19-001-18775167-2016,"очищенная вода, сахар, регулятор кислотности лимонная кислота, экстракт моркови и сафлора, краситель сахарный колер IV, консерванты (сорбат калия, бензоат натрия), натуральные ароматизаторы, стабилизаторы (гуммиарабик, эфиры глицерина и смоляных кислот, сахарозы ацетат изобутират), подсластитель стевиолгликозиды",40 ккал,10 г,"6 мес., хранить при температуре от 0°С до 30°С, беречь от попадания прямого солнечного света, открытую бутылку хранить в холодильнике, употребить в течение 24 часов",Schweppes,Лимонады и газированные напитки,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"возможно образование незначительного осадка на дне бутылки, что является естественным для напитка, содержащего натуральные ингредиенты",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
